001 The Alternative Rock Wedding Cocktail Hour,,,,
My Special Angel-Johnny Maestro & The Crests,My Special Angel,Johnny Maestro & The Crests,,
Venus-Frankie Avalon,Venus,Frankie Avalon,,
Little Darlin-The Diamonds,Little Darlin,The Diamonds,,
The Great Pretender-The Platters,The Great Pretender,The Platters,,
Dedicated to the One I Love-The Shirelles,Dedicated to the One I Love,The Shirelles,,
Sh-Boom-The Chords,Sh,Boom-The Chords,,
Remember Then-The Earls,Remember Then,The Earls,,
Maybe-The Chantels,Maybe,The Chantels,,
In the Still of the Night-The Five Satins,In the Still of the Night,The Five Satins,,
Earth Angel-The Penguins,Earth Angel,The Penguins,,
Moonlight Cocktails-The Rivieras,Moonlight Cocktails,The Rivieras,,
When We Get Married-The Dreamlovers,When We Get Married,The Dreamlovers,,
There’s a Moon Out Tonight-The Capris,There’s a Moon Out Tonight,The Capris,,
Daddy’s Home-Shep & The Limelights,Daddy’s Home,Shep & The Limelights,,
,,,,
077 The Spa Sessions Wedding Cocktail Hour ,,,,
Cello Suite in No. 1 in G Major-Yo-Yo Ma,Cello Suite in No. 1 in G Major,Yo-Yo Ma,,
May it Be-Enya,May it Be,Enya,,
Rachel’s Song-Vangelis,Rachel’s Song,Vangelis,,
Gymnopedies No. 1-Erik Satie,Gymnopedies No. 1,Erik Satie,,
Gnossienne No. 1-Erik Satie,Gnossienne No. 1,Erik Satie,,
Nocturne-Secret Garden,Nocturne,Secret Garden,,
La Califfa-Sara Brightman,La Califfa,Sara Brightman,,
The Music of the Night-Michael Crawford,The Music of the Night,Michael Crawford,,
What I Did for Love-Josh Groban,What I Did for Love,Josh Groban,,
Con Te Partiro-Andrea Bocelli,Con Te Partiro,Andrea Bocelli,,
La Donna e Mobile-Luciano Pavarotti,La Donna e Mobile,Luciano Pavarotti,,
Call Me Irresponsible-Michael Buble,Call Me Irresponsible,Michael Buble,,
Come Fly With Me-Frank Sinatra,Come Fly With Me,Frank Sinatra,,
The Look of Love-Chris Botti,The Look of Love,Chris Botti,,
Tutu-Miles Davis,Tutu,Miles Davis,,
Rotation-Herb Alpert,Rotation,Herb Alpert,,
,,,,
078 The Fashion Show Wedding Cocktail Hour,,,,
Cherry Pie-Sade,Cherry Pie,Sade,,
You’re Makin’ Me High-Toni Braxton,You’re Makin’ Me High,Toni Braxton,,
U Know What’s Up-Donell Jones,U Know What’s Up,Donell Jones,Lyrics?,
Do What You Want-Lady Gaga & R. Kelly,Do What You Want,Lady Gaga & R. Kelly,,
Chunky-Bruno Mars,Chunky,Bruno Mars,Lyrics?,
Lights-Bobby Green & Whitney Phillips,Lights,Bobby Green & Whitney Phillips,,
Midnight in Peckham-Chaos in the CBD,Midnight in Peckham,Chaos in the CBD,,
NMBSucks-San Soda,NMBSucks,San Soda,,
Fashion-David Bowie,Fashion,David Bowie,,
Affection-Lisa Stansfield,Affection,Lisa Stansfield,,
Fastlove-George Michael,Fastlove,George Michael,,
This Must Be the Place (Naive Melody)-Talking Heads,This Must Be the Place (Naive Melody),Talking Heads,,
Samba Love-Kaskade,Samba Love,Kaskade,,
Distant Love-Ian Pooley & Jade and Danielle,Distant Love,Ian Pooley & Jade and Danielle,,
River Song (Grant Nelson Remix)-Bebel Gilberto,River Song (Grant Nelson Remix),Bebel Gilberto,,
F for You-Disclosure,F for You,Disclosure,,
Call on Me-Eric Prydz,Call on Me,Eric Prydz,,
Inspector Norse-Todd Terje,Inspector Norse,Todd Terje,,
,,,,
079 The All Trumpet Wedding Cocktail Hour,,,,
Summertime-Miles Davis,Summertime,Miles Davis,,
The Dreamer-Jose James,The Dreamer,Jose James,,
A Dream is a Wish Your Heart Makes-Wayne Tucker,A Dream is a Wish Your Heart Makes,Wayne Tucker,,
I Fall in Love Too Easily-Chet Baker,I Fall in Love Too Easily,Chet Baker,,
When It’s Sleepytime Down South-Wynton Marsalis,When It’s Sleepytime Down South,Wynton Marsalis,,
Under a Blanket of Blue-Ella Fitzgerald & Louis Armstrong,Under a Blanket of Blue,Ella Fitzgerald & Louis Armstrong,,
Lemon Tree (Thievery Corp Remix)-Herb Alpert,Lemon Tree (Thievery Corp Remix),Herb Alpert,,
Grazing in the Grass-Hugh Masekela,Grazing in the Grass,Hugh Masekela,,
Give It All You Got-Chuck Mangione,Give It All You Got,Chuck Mangione,,
Ride Like the Wind-Freddie Hubbard,Ride Like the Wind,Freddie Hubbard,,
"Zanzibar-Earth, Wind & Fire",Zanzibar,"Earth, Wind & Fire",,
Rebirth of Slick (Cool Like Dat)-Digable Planets,Rebirth of Slick (Cool Like Dat),Digable Planets,,
Cantaloop (Flip Fantasia)-Us3,Cantaloop (Flip Fantasia),Us3,,
Cheerleader (Felix Jaehn Remix)-OMI,Cheerleader (Felix Jaehn Remix),OMI,,
,,,,
080 The International Excursions Wedding Cocktail Hour (Volume 1),,,,
Chan Chan-Buena Vista Social Club (Afro-Cuban),Chan Chan,Buena Vista Social Club (Afro-Cuban),,
Tuyo-Rodrigo Amarante (from Narcos soundtrack) (Brazil),Tuyo,Rodrigo Amarante (from Narcos soundtrack) (Brazil),,
Carta Fatal-Soffy Martinez (from Narcos soundtrack),Carta Fatal,Soffy Martinez (from Narcos soundtrack),,
Cumbia Sobre el Mar-Quantic & Flowering Inferno (Quantic is a UK musician who formerly lived in Colombia),Cumbia Sobre el Mar,Quantic & Flowering Inferno (Quantic is a UK musician who formerly lived in Colombia),,
Contigo-Federico Aubele (Argentina),Contigo,Federico Aubele (Argentina),,
Cada Beijo (Thievery Corporation Remix)-Bebel Gilberto (Brazil),Cada Beijo (Thievery Corporation Remix),Bebel Gilberto (Brazil),,
Last Tango in Paris-Gotan Project (France),Last Tango in Paris,Gotan Project (France),,
Fuego-Juanes (Colombia),Fuego,Juanes (Colombia),,
La Gota Fria-Carlos Vives (Colombia),La Gota Fria,Carlos Vives (Colombia),,
Rie y Llora-Celia Cruz (Cuba),Rie y Llora,Celia Cruz (Cuba),,
I Feel Good-Beres Hammond (Jamaica),I Feel Good,Beres Hammond (Jamaica),,
Love Has Found its Way-Dennis Brown (Jamaica),Love Has Found its Way,Dennis Brown (Jamaica),,
"Mali 2002-African All Stars (Congo, Nigeria, Senegal, Algeria, Mali)",Mali 2002,"African All Stars (Congo, Nigeria, Senegal, Algeria, Mali)",,
Seve-Tez Cadey (France),Seve,Tez Cadey (France),,
Soul Makossa-Manu Dibango (Cameroon),Soul Makossa,Manu Dibango (Cameroon),,
Hakuna Matata-KCee (Rwanda),Hakuna Matata,KCee (Rwanda),,
Zouk-la Se SEl Medikaman Nou Ni-Kassav (Guadeloupe),Zouk,la Se SEl Medikaman Nou Ni-Kassav (Guadeloupe),,
Sorry Sorry (Francois K’s Old School Afro Dub)-Femi Kuti (Nigeria),Sorry Sorry (Francois K’s Old School Afro Dub),Femi Kuti (Nigeria),,
,,,,
081 The 80s Power Ballad Wedding Cocktail Hour,,,,
Lights-Journey,Lights,Journey,,
More Than Words-Extreme,More Than Words,Extreme,,
Home Sweet Home-Motley Crue,Home Sweet Home,Motley Crue,,
Love of a Lifetime-Firehouse,Love of a Lifetime,Firehouse,,
When I See You Smile-Bad English,When I See You Smile,Bad English,,
Is This Love-Whitesnake,Is This Love,Whitesnake,,
Reason to Live-KISS,Reason to Live,KISS,,
I Want to Know What Love Is-Foreigner,I Want to Know What Love Is,Foreigner,,
Never Say Goodbye-Bon Jovi,Never Say Goodbye,Bon Jovi,,
Glory of Love-Peter Cetera,Glory of Love,Peter Cetera,,
The Search is Over-Survivor,The Search is Over,Survivor,,
Can’t Fight This Feeling-REO Speedwagon,Can’t Fight This Feeling,REO Speedwagon,,
Sister Christian-Night Ranger,Sister Christian,Night Ranger,,
Alone-Heart,Alone,Heart,,
Babe (I Love You)-Styx,Babe (I Love You),Styx,,
Open Arms-Journey,Open Arms,Journey,,
Dreams-Van Halen,Dreams,Van Halen,,
,,,,
082 The Indie Folk Wedding Cocktail Hour,,,,
Fade Into You-Mazzy Star,Fade Into You,Mazzy Star,,
Central Reservation-Beth Orton,Central Reservation,Beth Orton,,
Love Song-311,Love Song,311,,
She Treats Me Well-Ben Howard,She Treats Me Well,Ben Howard,,
Us-Regina Spektor,Us,Regina Spektor,,
The Way I Am-Ingrid Michaelson,The Way I Am,Ingrid Michaelson,,
New Soul-Yael Naim,New Soul,Yael Naim,,
Stuck on You-Meiko,Stuck on You,Meiko,,
I Choose You-Sara Bareilles,I Choose You,Sara Bareilles,,
I Do-Colbie Caillat,I Do,Colbie Caillat,,
Kiss Me-Sixpence None the Richer,Kiss Me,Sixpence None the Richer,,
I’ll Be Your Man-The Black Keys,I’ll Be Your Man,The Black Keys,,
Home-Phillip Phillips,Home,Phillip Phillips,,
I Will Wait-Mumford & Sons,I Will Wait,Mumford & Sons,,
White Sky-Vampire Weekend,White Sky,Vampire Weekend,,
Just Like Heaven-The Cure,Just Like Heaven,The Cure,,
Closer-Tegan and Sara,Closer,Tegan and Sara,,
,,,,
083 The DJ’s Choice Wedding Cocktail Hour,,,,
Here I Am (Come and Take Me)-Al Green,Here I Am (Come and Take Me),Al Green,,
Just One Look-Doris Troy,Just One Look,Doris Troy,,
(You) Got What I Need-Freddie Scott,(You) Got What I Need,Freddie Scott,,
Gimme Little Sign-Brenton Wood,Gimme Little Sign,Brenton Wood,,
You Can Never Tell-Chuck Berry,You Can Never Tell,Chuck Berry,,
Head Over Heels-Tears for Fears,Head Over Heels,Tears for Fears,,
"When the Going Gets Tough, the Tough Get Going-Billy Ocean","When the Going Gets Tough, the Tough Get Going",Billy Ocean,,
Every Heartbeat-Amy Grant,Every Heartbeat,Amy Grant,,
Lovefool-The Cardigans,Lovefool,The Cardigans,,
I Love You Always Forever-Donna Lewis,I Love You Always Forever,Donna Lewis,,
The Longest Time-Billy Joel,The Longest Time,Billy Joel,,
Every Little Thing I Do-Soul 4 Real,Every Little Thing I Do,Soul 4 Real,,
Dreamlover-Mariah Carey,Dreamlover,Mariah Carey,,
Higher Love-Steve Winwood,Higher Love,Steve Winwood,,
Borderline-Madonna,Borderline,Madonna,,
The Game of Love-Santana f/ Michelle Branch,The Game of Love,Santana f/ Michelle Branch,,
I’d Really Love to See You Tonight-England Dan and John Ford Coley,I’d Really Love to See You Tonight,England Dan and John Ford Coley,,
Send My Love / Send One Your Love-Born Jamericans,Send My Love / Send One Your Love,Born Jamericans,,
Shy Guy-Diana King,Shy Guy,Diana King,,
Hymn for the Weekend (Seeb Remix)-Coldplay,Hymn for the Weekend (Seeb Remix),Coldplay,,
All Day All Night-Moon Taxi,All Day All Night,Moon Taxi,,
Walking on a Dream-Empire of the Sun,Walking on a Dream,Empire of the Sun,,
Electric Feel-MGMT,Electric Feel,MGMT,,
Show Me Love-Robyn,Show Me Love,Robyn,,
"Bring it All to Me-Blaque, ‘N Sync",Bring it All to Me,"Blaque, ‘N Sync",,
,,,,
084 The Retro Wedding Cocktail Hour,,,,
True-Spandau Ballet,True,Spandau Ballet,,
Lady in Red-Chris de Burgh,Lady in Red,Chris de Burgh,,
I Just Called to Say I Love You-Stevie Wonder,I Just Called to Say I Love You,Stevie Wonder,,
Everybody Wants to Rule the World-Tears for Fears,Everybody Wants to Rule the World,Tears for Fears,,
Hold Me Now-Thompson Twins,Hold Me Now,Thompson Twins,,
Sacrifice-Elton John,Sacrifice,Elton John,,
Head Over Heels-Tears for Fears,Head Over Heels,Tears for Fears,,
Suddenly-Olivia Newton-John,Suddenly,Olivia Newton-John,,
You are the Sunshine of My Life-Stevie Wonder,You are the Sunshine of My Life,Stevie Wonder,,
Too Much Heaven-Bee Gees,Too Much Heaven,Bee Gees,,
Just the Way You Are-Barry White,Just the Way You Are,Barry White,,
(They Long to Be) Close to You-The Carpenters,(They Long to Be) Close to You,The Carpenters,,
More than Words-Extreme,More than Words,Extreme,,
Leave a Tender Moment Alone-Billy Joel,Leave a Tender Moment Alone,Billy Joel,,
,,,,
085 The Yacht Rock Wedding Cocktail Hour (Volume 1),,,,
Ride Like the Wind-Christopher Cross,Ride Like the Wind,Christopher Cross,,
What a Fool Believes-The Doobie Brothers,What a Fool Believes,The Doobie Brothers,,
He’s So Shy-The Pointer Sisters,He’s So Shy,The Pointer Sisters,,
How Much I Feel-Ambrosia,How Much I Feel,Ambrosia,,
One on One-Hall & Oates,One on One,Hall & Oates,,
"Southern Cross-Crosby, Stills & Nash",Southern Cross,"Crosby, Stills & Nash",,
Back in the High Life Again-Steve Winwood,Back in the High Life Again,Steve Winwood,,
Cool Change-Little River Band,Cool Change,Little River Band,,
Vahevala- Loggins & Messina,Vahevala,Loggins & Messina,,
This is It-Kenny Loggins,This is It,Kenny Loggins,,
I.G.Y.-Donald Fagen,I.G.Y.,Donald Fagen,,
Key Largo-Bertie Higgins,Key Largo,Bertie Higgins,,
Waiting for Your Love-Toto,Waiting for Your Love,Toto,,
Chuck E’s in Love-Rickie Lee Jones,Chuck E’s in Love,Rickie Lee Jones,,
JoJo-Boz Scaggs,JoJo,Boz Scaggs,,
Love X Love-George Benson,Love X Love,George Benson,,
You are the Woman-Firefall,You are the Woman,Firefall,,
Baby Come Back-Player,Baby Come Back,Player,,
Everywhere-Fleetwood Mac,Everywhere,Fleetwood Mac,,
Tin Man-America,Tin Man,America,,
Moonlight Feels Right-Starbuck,Moonlight Feels Right,Starbuck,,
Into the Night-Benny Mardones,Into the Night,Benny Mardones,,
My Flame-Bobby Caldwell,My Flame,Bobby Caldwell,,
We’re In this Love Together-Al Jarreau,We’re In this Love Together,Al Jarreau,,
The Girl is Mine-Michael Jackson & Paul McCartney,The Girl is Mine,Michael Jackson & Paul McCartney,,
You Can’t Change That-Ray Parker Jr.,You Can’t Change That,Ray Parker Jr.,,
I Just Wanna Stop-Gino Vanelli,I Just Wanna Stop,Gino Vanelli,,
Lotta Love-Nicolette Larson,Lotta Love,Nicolette Larson,,
If I Saw You Again-Pages,If I Saw You Again,Pages,,
All Right-Christopher Cross,All Right,Christopher Cross,,
,,,,
086 The International Excursions Wedding Cocktail Hour (Volume 2),,,,
All I Need-Air (France),All I Need,Air (France),,
Bamako-Youssou N'Dour (Egypt),Bamako,Youssou N'Dour (Egypt),,
Beloved-Anoushka Shankar (India),Beloved,Anoushka Shankar (India),,
Hola-Junior Jack (Italy),Hola,Junior Jack (Italy),,
Desafinado-George Michael & Astrud Gilberto (Brazil),Desafinado,George Michael & Astrud Gilberto (Brazil),,
Corcovado-Stan Getz (Brazil),Corcovado,Stan Getz (Brazil),,
The Girl from Ipanema-Bebel Gilberto & Kenny G. (Brazil),The Girl from Ipanema,Bebel Gilberto & Kenny G. (Brazil),,
Wave-Antonio Carlos Jobim (Brazil),Wave,Antonio Carlos Jobim (Brazil),,
Desert Rose-Sting (Great Britain),Desert Rose,Sting (Great Britain),,
Ceu Distante (DJ Spinna Remix)-Bebel Gilberto (Brazil),Ceu Distante (DJ Spinna Remix),Bebel Gilberto (Brazil),,
Santa Maria (Tom Middleton Cosmos Mix)-Gotan Project (Argentina/Switzerland/France),Santa Maria (Tom Middleton Cosmos Mix),Gotan Project (Argentina/Switzerland/France),,
Stereo Love-Edward Maya f/Vika Jigulina (Romania),Stereo Love,Edward Maya f/Vika Jigulina (Romania),,
Rohy Mertahalak-Amr Diab (Egypt),Rohy Mertahalak,Amr Diab (Egypt),,
Egyptian Disco (Buddha Bar Edit)-DJ Disse,Egyptian Disco (Buddha Bar Edit),DJ Disse,,
Bacalhau a Portuguesa-Quim Barreiros (Portugal),Bacalhau a Portuguesa,Quim Barreiros (Portugal),,
Primavera-Jose Merce (Spanish Flamenco),Primavera,Jose Merce (Spanish Flamenco),,
Aquilas Coisas Todas (Louie Vega House Remix)-Luisito Quintero (Venezuela),Aquilas Coisas Todas (Louie Vega House Remix),Luisito Quintero (Venezuela),,
Brahma vs. Antarctica-Bobby Brazil (Brazil),Brahma vs. Antarctica,Bobby Brazil (Brazil),,
Noche Suenos-Mala & Danay Suarez (Cuba),Noche Suenos,Mala & Danay Suarez (Cuba),,
Puerto Rico-Eddie Palmieri  (Puerto Rico),Puerto Rico,Eddie Palmieri (Puerto Rico),,
Midnight in Moscow-Kalinka (Russia),Midnight in Moscow,Kalinka (Russia),,
,,,,
087 The Philadelphia Freedom Wedding Cocktail Hour,,,,
Sara Smile- Daryl Hall & John Oates,Sara Smile,Daryl Hall & John Oates,,
La-La Means I Love You- The Delfonics,La,La Means I Love You- The Delfonics,,
When Somebody Loves You Back- Teddy Pendergrass,When Somebody Loves You Back,Teddy Pendergrass,,
So In Love- Jill Scott w/ Anthony Hamilton,So In Love,Jill Scott w/ Anthony Hamilton,,
"Let it Flow (for “Dr. J.”)- Grover Washington, Jr.",Let it Flow (for “Dr. J.”),"Grover Washington, Jr.",,
Philadelphia Freedom- Elton John,Philadelphia Freedom,Elton John,,
T.S.O.P. (The Sound of Philadelphia)- MSFB,T.S.O.P. (The Sound of Philadelphia),MSFB,,
Giving My Love- Janice McClain,Giving My Love,Janice McClain,,
Time to Chill- DJ Jazzy Jeff and The Fresh Prince,Time to Chill,DJ Jazzy Jeff and The Fresh Prince,,
b.u.d.d.y.- Musiq Soulchild,b.u.d.d.y.,Musiq Soulchild,,
Love Train- The O’Jays,Love Train,The O’Jays,,
Motownphilly- Boyz II Men,Motownphilly,Boyz II Men,,
New Attitude- Patti Labelle,New Attitude,Patti Labelle,,
Gonna Fly Now (Theme from “Rocky”)- Bill Conti,Gonna Fly Now (Theme from “Rocky”),Bill Conti,,
And We Danced- The Hooters,And We Danced,The Hooters,,
Just Kickin’ It- DJ Jazzy Jeff and The Fresh Prince,Just Kickin’ It,DJ Jazzy Jeff and The Fresh Prince,,
Sixth Sense (Booty in the Butta Mix)- Josh Wink w/ Ursula Rucker,Sixth Sense (Booty in the Butta Mix),Josh Wink w/ Ursula Rucker,,
,,,,
088 The Indian Electronic Lounge Cocktail Hour ,,,,
Leftorium (Ambient Mix)- Anil Chawla and Dale Anderson,Leftorium (Ambient Mix),Anil Chawla and Dale Anderson,,
Satyam Shivam Sundaram- Thievery Corporation f/ Gunjan,Satyam Shivam Sundaram,Thievery Corporation f/ Gunjan,,
Sea Dreamer- Anoushka Shankar w/ Sting,Sea Dreamer,Anoushka Shankar w/ Sting,,
Lovers- Bahramji & Mashti,Lovers,Bahramji & Mashti,,
My Life- Bahramji & Mashti,My Life,Bahramji & Mashti,,
Tangerine Thumri (Orange Turban Mix)- Prem Joshua,Tangerine Thumri (Orange Turban Mix),Prem Joshua,,
Punjabi Prelude (Tap Your Feet Mix)- Al-Pha-X,Punjabi Prelude (Tap Your Feet Mix),Al-Pha-X,,
Pickels- Excursion,Pickels,Excursion,,
Shiva Stone- Asha Puthlia and Bill Laswell,Shiva Stone,Asha Puthlia and Bill Laswell,,
Ladies’ Fingers- Deep Six,Ladies’ Fingers,Deep Six,,
Jaia Ganesha- The Dum Dum Project,Jaia Ganesha,The Dum Dum Project,,
Katarajama- Red Buddha,Katarajama,Red Buddha,,
,,,,
089 The Viva Las Vegas Cocktail Hour,,,,
Viva Las Vegas- Elvis Presley,Viva Las Vegas,Elvis Presley,,
Wheel of Fortune- Kay Starr,Wheel of Fortune,Kay Starr,,
Luck Be a Lady- Frank Sinatra,Luck Be a Lady,Frank Sinatra,,
Ain’t That a Kick in the Head- Dean Martin,Ain’t That a Kick in the Head,Dean Martin,,
More- Bobby Darin,More,Bobby Darin,,
"Something’s Gotta Give- Sammy Davis, Jr.",Something’s Gotta Give,"Sammy Davis, Jr.",,
Pennies from Heaven- Louis Prima,Pennies from Heaven,Louis Prima,,
Rags to Riches- Tony Bennett,Rags to Riches,Tony Bennett,,
Night and Day- Steve Lawrence,Night and Day,Steve Lawrence,,
L-O-V-E- Wayne Newton,L,O-V-E- Wayne Newton,,
Night Life- Elvis Presley,Night Life,Elvis Presley,,
Rhythm and Booze- Treat Her Right,Rhythm and Booze,Treat Her Right,,
Pretty Vegas- INXS,Pretty Vegas,INXS,,
Queen of Las Vegas- The B-52’s,Queen of Las Vegas,The B-52’s,,
Vegas- Clubstrophobia,Vegas,Clubstrophobia,,
Waking up in Vegas- Katy Perry,Waking up in Vegas,Katy Perry,,
Starry Eyed Surprise- Shifty,Starry Eyed Surprise,Shifty,,
24K Magic- Bruno Mars,24K Magic,Bruno Mars,,
The Middle- Zedd w/ Maren Morris,The Middle,Zedd w/ Maren Morris,,
A Little Less Conversation- Elvis Presley with JXL,A Little Less Conversation,Elvis Presley with JXL,,
Heaven or Las Vegas- Cocteau Twins,Heaven or Las Vegas,Cocteau Twins,,
Married in Las Vegas-  My Sun and Stars,Married in Las Vegas,My Sun and Stars,,
New Year’s Day- Taylor Swift,New Year’s Day,Taylor Swift,,
,,,,
090 The 60s Soul Wedding Cocktail Hour,,,,
You Send Me- Aretha Franklin,You Send Me,Aretha Franklin,,
I’m Your Puppet- James & Bobby Purify,I’m Your Puppet,James & Bobby Purify,,
Soulful Strut- Young-Holt Unlimited,Soulful Strut,Young-Holt Unlimited,,
Wonderful World- Sam Cooke,Wonderful World,Sam Cooke,,
Bring it On Home to Me- Sam Cooke,Bring it On Home to Me,Sam Cooke,,
Tell it Like It Is- Aaron Neville,Tell it Like It Is,Aaron Neville,,
That’s How Strong My Love Is- Otis Redding,That’s How Strong My Love Is,Otis Redding,,
Then He Kissed Me- The Crystals,Then He Kissed Me,The Crystals,,
What a Man- Linda Lyndell,What a Man,Linda Lyndell,,
As Long as I’ve Got You- The Charmels,As Long as I’ve Got You,The Charmels,,
La-La Means I Love You- The Delfonics,La,La Means I Love You- The Delfonics,,
Hey Love- Stevie Wonder,Hey Love,Stevie Wonder,,
"Yes, I’m Ready- Barbara Mason","Yes, I’m Ready",Barbara Mason,,
Cross My Heart- Billy Stewart,Cross My Heart,Billy Stewart,,
I’m So Proud- The Impressions,I’m So Proud,The Impressions,,
Don’t Have to Shop Around- The Mad Lads,Don’t Have to Shop Around,The Mad Lads,,
"It’s a Man’s, Man’s, Man’s World- James Brown","It’s a Man’s, Man’s, Man’s World",James Brown,,
Going in Circles- The Friends of Distinction,Going in Circles,The Friends of Distinction,,
Rescue Me- Fontella Bass,Rescue Me,Fontella Bass,,
Our Day Will Come- Fontella Bass,Our Day Will Come,Fontella Bass,,
(Your Love Keeps Lifting Me) Higher & Higher- Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,,
,,,,
091 The Sunset Beach Party Wedding Cocktail Hour,,,,
Entre Dos Aguas- Paco de Lucia,Entre Dos Aguas,Paco de Lucia,,
Chan Chan- Buena Vista Social Club,Chan Chan,Buena Vista Social Club,,
Lloraras- Oscar D’Leon,Lloraras,Oscar D’Leon,,
Soulful Strut- Young-Holt Unlimited,Soulful Strut,Young-Holt Unlimited,,
Rock Steady- Alton Ellis,Rock Steady,Alton Ellis,,
We Need Love- Johnny Osbourne,We Need Love,Johnny Osbourne,,
Everyone Falls in Love- Chris Demontague,Everyone Falls in Love,Chris Demontague,,
It Runs Through Me- Tom Misch,It Runs Through Me,Tom Misch,,
"El Cuarto De Tula- Mista Savona (f/ Maikel Ante, El Medico & Turbulence)",El Cuarto De Tula,"Mista Savona (f/ Maikel Ante, El Medico & Turbulence)",,
Hello- Kes,Hello,Kes,,
Abatina- Calypso Rose,Abatina,Calypso Rose,,
A Who Dis- Sister Lubei,A Who Dis,Sister Lubei,,
Tribal Dance- Ted Ganung f/ GGooDei,Tribal Dance,Ted Ganung f/ GGooDei,,
Bad- Lost Kings f/ Jessame,Bad,Lost Kings f/ Jessame,,
Mundocaso- Gregor Salto w/ Florian T,Mundocaso,Gregor Salto w/ Florian T,,
,,,,
092 The 90s Pop Wedding Cocktail Hour,,,,
Kiss Me- Sixpence None The Richer,Kiss Me,Sixpence None The Richer,,
Smooth- Santana with Rob Thomas,Smooth,Santana with Rob Thomas,,
Walkin’ on the Sun- Smash Mouth,Walkin’ on the Sun,Smash Mouth,,
Fly- Sugar Ray,Fly,Sugar Ray,,
Praise You- Fatboy Slim,Praise You,Fatboy Slim,,
Always Be My Baby- Mariah Carey,Always Be My Baby,Mariah Carey,,
What a Girl Wants- Christina Aguilera,What a Girl Wants,Christina Aguilera,,
(You Drive Me) Crazy- Britney Spears,(You Drive Me) Crazy,Britney Spears,,
The Sign- Ace of Base,The Sign,Ace of Base,,
MMMBop- Hanson,MMMBop,Hanson,,
You’re My Number One- S Club 7,You’re My Number One,S Club 7,,
2 Become 1- Spice Girls,2 Become 1,Spice Girls,,
Tearin’ Up My Heart- *NSYNC,Tearin’ Up My Heart,*NSYNC,,
 Set Adrift on Memory Bliss- P.M. Dawn,Set Adrift on Memory Bliss,P.M. Dawn,,
No Rain- Blind Melon,No Rain,Blind Melon,,
Slide- The Goo Goo Dolls,Slide,The Goo Goo Dolls,,
You Get What You Give- The New Radicals,You Get What You Give,The New Radicals,,
,,,,
093 The Sax Man’s Choice Wedding Cocktail Hour,,,,
New York State of Mind- Billy Joel,New York State of Mind,Billy Joel,,
Overjoyed- Stevie Wonder,Overjoyed,Stevie Wonder,,
Sara Smile- Hall & Oates,Sara Smile,Hall & Oates,,
Georgy Porgy- Toto,Georgy Porgy,Toto,,
Josie- Steely Dan,Josie,Steely Dan,,
Waiting for a Girl Like You- Foreigner,Waiting for a Girl Like You,Foreigner,,
Mercy Mercy Me (The Ecology)- Marvin Gaye,Mercy Mercy Me (The Ecology),Marvin Gaye,,
I’m in the Mood for Love- Stefano Bollani Trio (jazz standard),I’m in the Mood for Love,Stefano Bollani Trio (jazz standard),,
Autumn Leaves- Paul Desmond (jazz standard),Autumn Leaves,Paul Desmond (jazz standard),,
Georgia on My Mind- Ray Charles,Georgia on My Mind,Ray Charles,,
Harlem Nocturne- Quincy Jones,Harlem Nocturne,Quincy Jones,,
Pick up the Pieces- Average White Band,Pick up the Pieces,Average White Band,,
"Just the Two of Us- Grover Washington, Jr.",Just the Two of Us,"Grover Washington, Jr.",,
"Europa (Earth’s Cry, Heaven’s Smile)- Gato Barbieri","Europa (Earth’s Cry, Heaven’s Smile)",Gato Barbieri,,
Careless Whisper- George Michael,Careless Whisper,George Michael,,
,,,,
094 The Valentine's Day Wedding Cocktail Hour (Volume 3),,,,
I Couldn’t Love You More-Sade,I Couldn’t Love You More,Sade,,
Through the Fire (DIscotronRemix)-Chaka Khan,Through the Fire (DIscotronRemix),Chaka Khan,,
Versace on the Floor (David Guetta Remix)-Bruno Mars,Versace on the Floor (David Guetta Remix),Bruno Mars,,
Rock Your Baby-George McCrae,Rock Your Baby,George McCrae,,
Method of Modern Love-Hall & Oates,Method of Modern Love,Hall & Oates,,
Ascenscion (Don’t Ever Wonder)-Maxwell,Ascenscion (Don’t Ever Wonder),Maxwell,,
Dennis Edwards-Don't Look Any Further,Dennis Edwards,Don't Look Any Further,,
I Feel Good-Beres Hammond,I Feel Good,Beres Hammond,,
I’ll Be Around-Winston Francis,I’ll Be Around,Winston Francis,,
Fall-DaVido,Fall,DaVido,,
Boo’d Up-Ella Mai,Boo’d Up,Ella Mai,,
Close to You-Maxi Priest,Close to You,Maxi Priest,,
Back to Life-Soul II Soul f/ Caron Wheeler,Back to Life,Soul II Soul f/ Caron Wheeler,,
Rock With You-Michael Jackson,Rock With You,Michael Jackson,,
Wonderful-Chris Malinchak,Wonderful,Chris Malinchak,,
Give Me Love-Cerrone,Give Me Love,Cerrone,,
The Way-Jill Scott,The Way,Jill Scott,,
,,,,
095 The Mixologists Choice Wedding Cocktail Hour,,,,
Find You-Emanative and Matthew Halsall,Find You,Emanative and Matthew Halsall,,
Waltz for Koop-Koop,Waltz for Koop,Koop,,
"Quando, Quando, Quando-Michael Buble w/ Nelly Furtado","Quando, Quando, Quando",Michael Buble w/ Nelly Furtado,,
Kiss of Life-Sade,Kiss of Life,Sade,,
